date,city,sessions,distance_min,nearest_catchment
2015-05-18,Edinburgh,1,0,Edinburgh
2015-05-19,Edinburgh,20,0,Edinburgh
2015-05-20,Edinburgh,1,0,Edinburgh
2015-05-21,Edinburgh,1,0,Edinburgh
2015-05-22,Edinburgh,1,0,Edinburgh
2015-05-23,Edinburgh,1,0,Edinburgh
2015-05-25,Edinburgh,9,0,Edinburgh
2015-05-26,Edinburgh,1,0,Edinburgh
2015-05-27,Edinburgh,1,0,Edinburgh
2015-05-28,Edinburgh,1,0,Edinburgh
2015-05-29,Edinburgh,11,0,Edinburgh
2015-05-31,Edinburgh,3,0,Edinburgh
2015-06-01,Edinburgh,2,0,Edinburgh
2015-06-02,Edinburgh,3,0,Edinburgh
2015-06-03,(not set),1,NA,None
2015-06-03,Aberdeen,1,134.9610941129702,Inverness
2015-06-03,Dundee,1,58.00485956754018,Edinburgh
2015-06-03,Dunfermline,2,20.781363337615833,Edinburgh
2015-06-03,Edinburgh,1,0,Edinburgh
2015-06-03,Fort William,1,90.66072608494825,Inverness
2015-06-03,Glasgow,5,0,Glasgow
2015-06-03,Inverness,1,0,Inverness
2015-06-04,(not set),3,NA,None
2015-06-04,Aberdeen,2,134.9610941129702,Inverness
2015-06-04,Alloa,1,39.45209599527032,Glasgow
2015-06-04,Ayr,1,50.56608868124958,Glasgow
2015-06-04,Barrhead,2,11.633820363921416,Glasgow
2015-06-04,Coatbridge,1,14.184237386972894,Glasgow
2015-06-04,Cumbernauld,2,18.22158449586674,Glasgow
2015-06-04,Dundee,1,58.00485956754018,Edinburgh
2015-06-04,Dunfermline,2,20.781363337615833,Edinburgh
2015-06-04,East Kilbride,4,11.980684316014154,Glasgow
2015-06-04,Edinburgh,1,0,Edinburgh
2015-06-04,Falkirk,1,32.376876157220735,Glasgow
2015-06-04,Glasgow,2,0,Glasgow
2015-06-04,Kirkcaldy,2,18.241758497743476,Edinburgh
2015-06-04,Livingston,2,20.947914616973165,Edinburgh
2015-06-04,Musselburgh,2,8.295480680466948,Edinburgh
2015-06-04,Paisley,1,11.638474491959835,Glasgow
2015-06-04,Perth,2,51.21163422446162,Edinburgh
2015-06-04,Rosyth,1,17.042051486836776,Edinburgh
2015-06-04,Stirling,1,33.95995682123335,Glasgow
2015-06-05,(not set),4,NA,None
2015-06-05,Aberdeen,1,134.9610941129702,Inverness
2015-06-05,Coatbridge,3,14.184237386972894,Glasgow
2015-06-05,Dunfermline,2,20.781363337615833,Edinburgh
2015-06-05,Edinburgh,3,0,Edinburgh
2015-06-05,Glasgow,2,0,Glasgow
2015-06-05,Livingston,1,20.947914616973165,Edinburgh
2015-06-05,Paisley,2,11.638474491959835,Glasgow
2015-06-05,Perth,2,51.21163422446162,Edinburgh
2015-06-06,(not set),1,NA,None
2015-06-06,Aberdeen,1,134.9610941129702,Inverness
2015-06-06,Ayr,2,50.56608868124958,Glasgow
2015-06-06,Dundee,3,58.00485956754018,Edinburgh
2015-06-06,Dunfermline,1,20.781363337615833,Edinburgh
2015-06-06,Eaglesham,1,13.908280528159823,Glasgow
2015-06-06,Edinburgh,3,0,Edinburgh
2015-06-06,Falkirk,1,32.376876157220735,Glasgow
2015-06-06,Glasgow,2,0,Glasgow
2015-06-06,Inverness,69,0,Inverness
2015-06-06,Inverurie,1,114.93437319870863,Inverness
2015-06-06,Kinross,1,31.499234419268088,Edinburgh
2015-06-06,Livingston,1,20.947914616973165,Edinburgh
2015-06-06,Paisley,1,11.638474491959835,Glasgow
2015-06-06,Renfrew,49,8.610310174436293,Glasgow
2015-06-06,Stirling,1,33.95995682123335,Glasgow
2015-06-07,(not set),2,NA,None
2015-06-07,Aberdeen,4,134.9610941129702,Inverness
2015-06-07,Dundee,3,58.00485956754018,Edinburgh
2015-06-07,Dunfermline,4,20.781363337615833,Edinburgh
2015-06-07,East Kilbride,3,11.980684316014154,Glasgow
2015-06-07,Edinburgh,1,0,Edinburgh
2015-06-07,Falkirk,3,32.376876157220735,Glasgow
2015-06-07,Glasgow,3,0,Glasgow
2015-06-07,Johnstone,4,16.26453013216174,Glasgow
2015-06-07,Livingston,4,20.947914616973165,Edinburgh
2015-06-07,Motherwell,2,18.801790933046572,Glasgow
2015-06-07,Paisley,3,11.638474491959835,Glasgow
2015-06-07,Perth,1,51.21163422446162,Edinburgh
2015-06-08,(not set),3,NA,None
2015-06-08,Aberdeen,2,134.9610941129702,Inverness
2015-06-08,Coatbridge,1,14.184237386972894,Glasgow
2015-06-08,Dundee,1,58.00485956754018,Edinburgh
2015-06-08,Edinburgh,1,0,Edinburgh
2015-06-08,Glasgow,1,0,Glasgow
2015-06-08,Inverness,1,0,Inverness
2015-06-08,Livingston,1,20.947914616973165,Edinburgh
2015-06-08,Paisley,56,11.638474491959835,Glasgow
2015-06-08,Stirling,1,33.95995682123335,Glasgow
2015-06-09,Aberdeen,6,134.9610941129702,Inverness
2015-06-09,Edinburgh,2,0,Edinburgh
2015-06-09,Glasgow,103,0,Glasgow
2015-06-09,Inverness,3,0,Inverness
2015-06-09,Lerwick,76,351.2487283318702,Inverness
2015-06-09,Livingston,4,20.947914616973165,Edinburgh
2015-06-09,Rutherglen,3,4.252083970242898,Glasgow
2015-06-09,Saint Boswells,1,53.76709246081661,Edinburgh
2015-06-09,St Andrews,2,48.993322612568704,Edinburgh
2015-06-10,Aberdeen,2,134.9610941129702,Inverness
2015-06-10,Dumbarton,4,21.097742368557192,Glasgow
2015-06-10,Edinburgh,1,0,Edinburgh
2015-06-10,Glasgow,4,0,Glasgow
2015-06-10,Stirling,1,33.95995682123335,Glasgow
2015-06-11,Aberdeen,2,134.9610941129702,Inverness
2015-06-11,Ayr,2,50.56608868124958,Glasgow
2015-06-11,Edinburgh,8,0,Edinburgh
2015-06-11,Glasgow,3,0,Glasgow
2015-06-11,Greenock,1,33.34514490791731,Glasgow
2015-06-11,Kirkcaldy,1,18.241758497743476,Edinburgh
2015-06-11,Paisley,1,11.638474491959835,Glasgow
2015-06-12,(not set),1,NA,None
2015-06-12,Aberdeen,1,134.9610941129702,Inverness
2015-06-12,Dundee,1,58.00485956754018,Edinburgh
2015-06-12,Edinburgh,59,0,Edinburgh
2015-06-12,Glasgow,10,0,Glasgow
2015-06-12,Paisley,5,11.638474491959835,Glasgow
2015-06-13,(not set),2,NA,None
2015-06-13,Aberdeen,2,134.9610941129702,Inverness
2015-06-13,Clydebank,1,10.14811889021823,Glasgow
2015-06-13,Edinburgh,2,0,Edinburgh
2015-06-13,Forres,3,39.690171842535456,Inverness
2015-06-13,Glasgow,1,0,Glasgow
2015-06-13,Inverurie,1,114.93437319870863,Inverness
2015-06-13,Motherwell,1,18.801790933046572,Glasgow
2015-06-13,Stirling,1,33.95995682123335,Glasgow
2015-06-14,(not set),3,NA,None
2015-06-14,Aberdeen,1,134.9610941129702,Inverness
2015-06-14,Clydebank,1,10.14811889021823,Glasgow
2015-06-14,East Kilbride,2,11.980684316014154,Glasgow
2015-06-14,Edinburgh,1,0,Edinburgh
2015-06-14,Glasgow,30,0,Glasgow
2015-06-14,Motherwell,4,18.801790933046572,Glasgow
2015-06-15,(not set),4,NA,None
2015-06-15,Ayr,1,50.56608868124958,Glasgow
2015-06-15,Barrhead,2,11.633820363921416,Glasgow
2015-06-15,Edinburgh,1,0,Edinburgh
2015-06-15,Falkirk,3,32.376876157220735,Glasgow
2015-06-15,Glasgow,2,0,Glasgow
2015-06-15,Inverness,6,0,Inverness
2015-06-15,Paisley,1,11.638474491959835,Glasgow
2015-06-15,Stirling,9,33.95995682123335,Glasgow
2015-06-16,Ayr,1,50.56608868124958,Glasgow
2015-06-16,Dundee,18,58.00485956754018,Edinburgh
2015-06-16,Edinburgh,2,0,Edinburgh
2015-06-16,Glasgow,67,0,Glasgow
2015-06-16,Livingston,2,20.947914616973165,Edinburgh
2015-06-17,Aberdeen,2,134.9610941129702,Inverness
2015-06-17,East Kilbride,27,11.980684316014154,Glasgow
2015-06-17,Edinburgh,98,0,Edinburgh
2015-06-17,Falkirk,1,32.376876157220735,Glasgow
2015-06-17,Glasgow,2,0,Glasgow
2015-06-17,Inverness,2,0,Inverness
2015-06-17,Livingston,1,20.947914616973165,Edinburgh
2015-06-17,St Andrews,55,48.993322612568704,Edinburgh
2015-06-18,(not set),2,NA,None
2015-06-18,Aberdeen,13,134.9610941129702,Inverness
2015-06-18,Edinburgh,3,0,Edinburgh
2015-06-18,Glasgow,1,0,Glasgow
2015-06-18,Hamilton,5,15.441099428796969,Glasgow
2015-06-18,Inverness,1,0,Inverness
2015-06-18,Inverurie,36,114.93437319870863,Inverness
2015-06-18,Livingston,5,20.947914616973165,Edinburgh
2015-06-19,Aberdeen,8,134.9610941129702,Inverness
2015-06-19,Dumbarton,47,21.097742368557192,Glasgow
2015-06-19,East Kilbride,1,11.980684316014154,Glasgow
2015-06-19,Edinburgh,3,0,Edinburgh
2015-06-19,Glasgow,7,0,Glasgow
2015-06-19,Inverness,1,0,Inverness
2015-06-19,Inverurie,1,114.93437319870863,Inverness
2015-06-19,Livingston,2,20.947914616973165,Edinburgh
2015-06-19,Uddingston,1,11.830552664182528,Glasgow
2015-06-20,(not set),2,NA,None
2015-06-20,Aberdeen,3,134.9610941129702,Inverness
2015-06-20,Cumbernauld,2,18.22158449586674,Glasgow
2015-06-20,Edinburgh,2,0,Edinburgh
2015-06-20,Forfar,87,78.76697534074803,Edinburgh
2015-06-20,Glasgow,1,0,Glasgow
2015-06-21,(not set),1,NA,None
2015-06-21,Aberdeen,2,134.9610941129702,Inverness
2015-06-21,Cumbernauld,1,18.22158449586674,Glasgow
2015-06-21,Edinburgh,1,0,Edinburgh
2015-06-21,Forres,3,39.690171842535456,Inverness
2015-06-21,Glasgow,2,0,Glasgow
2015-06-21,Greenock,5,33.34514490791731,Glasgow
2015-06-21,Inverness,1,0,Inverness
2015-06-21,Paisley,1,11.638474491959835,Glasgow
2015-06-22,Biggar,2,41.955691324300894,Edinburgh
2015-06-22,Dundee,1,58.00485956754018,Edinburgh
2015-06-22,Edinburgh,2,0,Edinburgh
2015-06-22,Eyemouth,1,67.57861545696234,Edinburgh
2015-06-22,Falkirk,25,32.376876157220735,Glasgow
2015-06-22,Glasgow,6,0,Glasgow
2015-06-23,Barrhead,12,11.633820363921416,Glasgow
2015-06-23,Dunfermline,2,20.781363337615833,Edinburgh
2015-06-23,East Kilbride,5,11.980684316014154,Glasgow
2015-06-23,Edinburgh,1,0,Edinburgh
2015-06-23,Falkirk,2,32.376876157220735,Glasgow
2015-06-23,Glasgow,1,0,Glasgow
2015-06-23,Inverness,1,0,Inverness
2015-06-23,Rutherglen,1,4.252083970242898,Glasgow
2015-06-24,(not set),1,NA,None
2015-06-24,Aberdeen,2,134.9610941129702,Inverness
2015-06-24,Dunfermline,1,20.781363337615833,Edinburgh
2015-06-24,Edinburgh,15,0,Edinburgh
2015-06-24,Glasgow,2,0,Glasgow
2015-06-24,Kinross,2,31.499234419268088,Edinburgh
2015-06-24,Kirkintilloch,3,10.164309300685677,Glasgow
2015-06-24,Rutherglen,3,4.252083970242898,Glasgow
2015-06-24,Stirling,1,33.95995682123335,Glasgow
2015-06-25,(not set),2,NA,None
2015-06-25,Aberdeen,2,134.9610941129702,Inverness
2015-06-25,Dumfries,2,96.48892113284252,Glasgow
2015-06-25,Dundee,2,58.00485956754018,Edinburgh
2015-06-25,East Kilbride,8,11.980684316014154,Glasgow
2015-06-25,Edinburgh,2,0,Edinburgh
2015-06-25,Falkirk,1,32.376876157220735,Glasgow
2015-06-25,Glasgow,2,0,Glasgow
2015-06-25,Motherwell,2,18.801790933046572,Glasgow
2015-06-25,Paisley,1,11.638474491959835,Glasgow
2015-06-25,Stirling,3,33.95995682123335,Glasgow
2015-06-26,Cumbernauld,2,18.22158449586674,Glasgow
2015-06-26,Dumfries,90,96.48892113284252,Glasgow
2015-06-26,Edinburgh,2,0,Edinburgh
2015-06-26,Falkirk,4,32.376876157220735,Glasgow
2015-06-26,Glasgow,1,0,Glasgow
2015-06-26,Greenock,4,33.34514490791731,Glasgow
2015-06-26,Inverness,1,0,Inverness
2015-06-26,Rutherglen,2,4.252083970242898,Glasgow
2015-06-26,Stirling,1,33.95995682123335,Glasgow
2015-06-27,Coatbridge,1,14.184237386972894,Glasgow
2015-06-27,Dumfries,1,96.48892113284252,Glasgow
2015-06-27,Edinburgh,1,0,Edinburgh
2015-06-27,Falkirk,1,32.376876157220735,Glasgow
2015-06-27,Hamilton,2,15.441099428796969,Glasgow
2015-06-27,Kirkcaldy,3,18.241758497743476,Edinburgh
2015-06-27,Perth,6,51.21163422446162,Edinburgh
2015-06-28,(not set),1,NA,None
2015-06-28,Aberdeen,2,134.9610941129702,Inverness
2015-06-28,Dundee,9,58.00485956754018,Edinburgh
2015-06-28,East Kilbride,3,11.980684316014154,Glasgow
2015-06-28,Edinburgh,3,0,Edinburgh
2015-06-28,Glasgow,2,0,Glasgow
2015-06-28,Rosyth,2,17.042051486836776,Edinburgh
2015-06-29,(not set),1,NA,None
2015-06-29,Edinburgh,15,0,Edinburgh
2015-06-29,Glasgow,1,0,Glasgow
2015-06-29,Livingston,2,20.947914616973165,Edinburgh
2015-06-29,Paisley,1,11.638474491959835,Glasgow
2015-06-29,Stirling,1,33.95995682123335,Glasgow
2015-06-30,(not set),2,NA,None
2015-06-30,Coatbridge,1,14.184237386972894,Glasgow
2015-06-30,Dundee,2,58.00485956754018,Edinburgh
2015-06-30,Edinburgh,1,0,Edinburgh
2015-06-30,Falkirk,2,32.376876157220735,Glasgow
2015-06-30,Glasgow,6,0,Glasgow
2015-06-30,Livingston,1,20.947914616973165,Edinburgh
2015-06-30,Perth,5,51.21163422446162,Edinburgh
2015-06-30,Stirling,2,33.95995682123335,Glasgow
2015-07-01,Aberdeen,2,134.9610941129702,Inverness
2015-07-01,Dundee,6,58.00485956754018,Edinburgh
2015-07-01,Edinburgh,3,0,Edinburgh
2015-07-01,Glasgow,1,0,Glasgow
2015-07-01,Inverness,4,0,Inverness
2015-07-01,Irvine,1,37.89048814148429,Glasgow
2015-07-01,Livingston,2,20.947914616973165,Edinburgh
2015-07-01,Rutherglen,1,4.252083970242898,Glasgow
2015-07-02,(not set),2,NA,None
2015-07-02,Aberdeen,1,134.9610941129702,Inverness
2015-07-02,Dumbarton,2,21.097742368557192,Glasgow
2015-07-02,Dundee,1,58.00485956754018,Edinburgh
2015-07-02,Edinburgh,1,0,Edinburgh
2015-07-02,Elgin,1,58.47147544683655,Inverness
2015-07-02,Glasgow,1,0,Glasgow
2015-07-02,Livingston,1,20.947914616973165,Edinburgh
2015-07-02,St Andrews,10,48.993322612568704,Edinburgh
2015-07-03,Aberdeen,69,134.9610941129702,Inverness
2015-07-03,Dundee,52,58.00485956754018,Edinburgh
2015-07-03,Edinburgh,49,0,Edinburgh
2015-07-03,Forres,2,39.690171842535456,Inverness
2015-07-03,Glasgow,1,0,Glasgow
2015-07-04,(not set),27,NA,None
2015-07-04,Aberdeen,1,134.9610941129702,Inverness
2015-07-04,Dundee,1,58.00485956754018,Edinburgh
2015-07-04,Edinburgh,1,0,Edinburgh
2015-07-04,Glasgow,11,0,Glasgow
2015-07-04,Perth,1,51.21163422446162,Edinburgh
2015-07-04,Rutherglen,1,4.252083970242898,Glasgow
2015-07-05,(not set),5,NA,None
2015-07-05,Aberdeen,8,134.9610941129702,Inverness
2015-07-05,Biggar,2,41.955691324300894,Edinburgh
2015-07-05,Cumbernauld,4,18.22158449586674,Glasgow
2015-07-05,Dundee,16,58.00485956754018,Edinburgh
2015-07-05,Dunfermline,2,20.781363337615833,Edinburgh
2015-07-05,East Kilbride,1,11.980684316014154,Glasgow
2015-07-05,Edinburgh,1,0,Edinburgh
2015-07-05,Glasgow,13,0,Glasgow
2015-07-05,Inverurie,2,114.93437319870863,Inverness
2015-07-05,Livingston,7,20.947914616973165,Edinburgh
2015-07-06,(not set),3,NA,None
2015-07-06,Aberdeen,8,134.9610941129702,Inverness
2015-07-06,Alloa,1,39.45209599527032,Glasgow
2015-07-06,Coatbridge,1,14.184237386972894,Glasgow
2015-07-06,Cumbernauld,1,18.22158449586674,Glasgow
2015-07-06,Dundee,9,58.00485956754018,Edinburgh
2015-07-06,East Kilbride,2,11.980684316014154,Glasgow
2015-07-06,Edinburgh,3,0,Edinburgh
2015-07-06,Glasgow,1,0,Glasgow
2015-07-06,Livingston,1,20.947914616973165,Edinburgh
2015-07-06,Perth,1,51.21163422446162,Edinburgh
2015-07-06,Stirling,13,33.95995682123335,Glasgow
2015-07-07,(not set),2,NA,None
2015-07-07,Aberdeen,1,134.9610941129702,Inverness
2015-07-07,Dundee,2,58.00485956754018,Edinburgh
2015-07-07,East Kilbride,1,11.980684316014154,Glasgow
2015-07-07,Edinburgh,66,0,Edinburgh
2015-07-07,Falkirk,2,32.376876157220735,Glasgow
2015-07-07,Glasgow,1,0,Glasgow
2015-07-07,Glenrothes,1,27.527067878908095,Edinburgh
2015-07-07,Hamilton,5,15.441099428796969,Glasgow
2015-07-07,Inverness,5,0,Inverness
2015-07-07,Irvine,4,37.89048814148429,Glasgow
2015-07-07,Livingston,1,20.947914616973165,Edinburgh
2015-07-07,Motherwell,1,18.801790933046572,Glasgow
2015-07-07,Musselburgh,1,8.295480680466948,Edinburgh
2015-07-07,Paisley,3,11.638474491959835,Glasgow
2015-07-07,Perth,3,51.21163422446162,Edinburgh
2015-07-07,St Andrews,2,48.993322612568704,Edinburgh
2015-07-08,(not set),3,NA,None
2015-07-08,Aberdeen,4,134.9610941129702,Inverness
2015-07-08,Biggar,4,41.955691324300894,Edinburgh
2015-07-08,Clydebank,1,10.14811889021823,Glasgow
2015-07-08,Dunfermline,2,20.781363337615833,Edinburgh
2015-07-08,Edinburgh,3,0,Edinburgh
2015-07-08,Falkirk,35,32.376876157220735,Glasgow
2015-07-08,Glasgow,32,0,Glasgow
2015-07-08,Greenock,3,33.34514490791731,Glasgow
2015-07-08,Inverness,6,0,Inverness
2015-07-08,Inverurie,1,114.93437319870863,Inverness
2015-07-08,Kirkcaldy,2,18.241758497743476,Edinburgh
2015-07-08,Motherwell,2,18.801790933046572,Glasgow
2015-07-08,Stirling,1,33.95995682123335,Glasgow
2015-07-08,Uddingston,2,11.830552664182528,Glasgow
2015-07-09,(not set),1,NA,None
2015-07-09,Aberdeen,5,134.9610941129702,Inverness
2015-07-09,Alloa,3,39.45209599527032,Glasgow
2015-07-09,Ayr,83,50.56608868124958,Glasgow
2015-07-09,Cumbernauld,1,18.22158449586674,Glasgow
2015-07-09,Dumbarton,52,21.097742368557192,Glasgow
2015-07-09,Dundee,2,58.00485956754018,Edinburgh
2015-07-09,Dunfermline,1,20.781363337615833,Edinburgh
2015-07-09,Edinburgh,2,0,Edinburgh
2015-07-09,Glasgow,2,0,Glasgow
2015-07-09,Glenrothes,2,27.527067878908095,Edinburgh
2015-07-09,Greenock,3,33.34514490791731,Glasgow
2015-07-09,Inverness,5,0,Inverness
2015-07-09,Kilmarnock,1,31.52776267434759,Glasgow
2015-07-09,Livingston,2,20.947914616973165,Edinburgh
2015-07-09,Musselburgh,2,8.295480680466948,Edinburgh
2015-07-09,Stirling,4,33.95995682123335,Glasgow
2015-07-09,Uddingston,19,11.830552664182528,Glasgow
2015-07-10,(not set),3,NA,None
2015-07-10,Aberdeen,6,134.9610941129702,Inverness
2015-07-10,Alloa,1,39.45209599527032,Glasgow
2015-07-10,Ayr,1,50.56608868124958,Glasgow
2015-07-10,Bellshill,6,14.715998941627959,Glasgow
2015-07-10,Coatbridge,2,14.184237386972894,Glasgow
2015-07-10,Dumbarton,1,21.097742368557192,Glasgow
2015-07-10,Dundee,3,58.00485956754018,Edinburgh
2015-07-10,Dunfermline,1,20.781363337615833,Edinburgh
2015-07-10,East Kilbride,2,11.980684316014154,Glasgow
2015-07-10,Edinburgh,2,0,Edinburgh
2015-07-10,Fort William,1,90.66072608494825,Inverness
2015-07-10,Glasgow,1,0,Glasgow
2015-07-10,Hamilton,99,15.441099428796969,Glasgow
2015-07-10,Inverness,3,0,Inverness
2015-07-10,Inverurie,90,114.93437319870863,Inverness
2015-07-10,Irvine,1,37.89048814148429,Glasgow
2015-07-10,Kilwinning,2,35.95075621151757,Glasgow
2015-07-10,Kinross,1,31.499234419268088,Edinburgh
2015-07-10,Larkhall,7,22.11557223903558,Glasgow
2015-07-10,Livingston,1,20.947914616973165,Edinburgh
2015-07-10,Paisley,6,11.638474491959835,Glasgow
2015-07-10,Perth,7,51.21163422446162,Edinburgh
2015-07-10,Portlethen,2,135.89675705567814,Inverness
2015-07-10,Rutherglen,1,4.252083970242898,Glasgow
2015-07-10,Stirling,2,33.95995682123335,Glasgow
2015-07-11,(not set),1,NA,None
2015-07-11,Aberdeen,1,134.9610941129702,Inverness
2015-07-11,Ayr,3,50.56608868124958,Glasgow
2015-07-11,Biggar,1,41.955691324300894,Edinburgh
2015-07-11,Cumbernauld,6,18.22158449586674,Glasgow
2015-07-11,Dumfries,1,96.48892113284252,Glasgow
2015-07-11,Dundee,2,58.00485956754018,Edinburgh
2015-07-11,East Kilbride,4,11.980684316014154,Glasgow
2015-07-11,Edinburgh,1,0,Edinburgh
2015-07-11,Glasgow,65,0,Glasgow
2015-07-11,Greenock,3,33.34514490791731,Glasgow
2015-07-11,Inverness,1,0,Inverness
2015-07-11,Livingston,1,20.947914616973165,Edinburgh
2015-07-11,Motherwell,5,18.801790933046572,Glasgow
2015-07-11,Rutherglen,1,4.252083970242898,Glasgow
2015-07-12,(not set),2,NA,None
2015-07-12,Aberdeen,4,134.9610941129702,Inverness
2015-07-12,Biggar,2,41.955691324300894,Edinburgh
2015-07-12,Dumfries,1,96.48892113284252,Glasgow
2015-07-12,Dundee,6,58.00485956754018,Edinburgh
2015-07-12,Edinburgh,1,0,Edinburgh
2015-07-12,Elgin,1,58.47147544683655,Inverness
2015-07-12,Falkirk,3,32.376876157220735,Glasgow
2015-07-12,Glasgow,1,0,Glasgow
2015-07-12,Kilmarnock,2,31.52776267434759,Glasgow
2015-07-12,Livingston,2,20.947914616973165,Edinburgh
2015-07-12,Perth,2,51.21163422446162,Edinburgh
2015-07-13,(not set),3,NA,None
2015-07-13,Aberdeen,1,134.9610941129702,Inverness
2015-07-13,Alloa,82,39.45209599527032,Glasgow
2015-07-13,Ayr,16,50.56608868124958,Glasgow
2015-07-13,Coatbridge,3,14.184237386972894,Glasgow
2015-07-13,Dundee,2,58.00485956754018,Edinburgh
2015-07-13,Dunfermline,2,20.781363337615833,Edinburgh
2015-07-13,Edinburgh,1,0,Edinburgh
2015-07-13,Falkirk,1,32.376876157220735,Glasgow
2015-07-13,Forres,82,39.690171842535456,Inverness
2015-07-13,Glasgow,4,0,Glasgow
2015-07-13,Glenrothes,1,27.527067878908095,Edinburgh
2015-07-13,Hamilton,1,15.441099428796969,Glasgow
2015-07-13,Inverness,60,0,Inverness
2015-07-13,Inverurie,1,114.93437319870863,Inverness
2015-07-13,Irvine,1,37.89048814148429,Glasgow
2015-07-13,Livingston,1,20.947914616973165,Edinburgh
2015-07-13,Musselburgh,4,8.295480680466948,Edinburgh
2015-07-13,Paisley,5,11.638474491959835,Glasgow
2015-07-13,Peebles,1,33.32376833027705,Edinburgh
2015-07-13,Perth,2,51.21163422446162,Edinburgh
2015-07-13,St Andrews,1,48.993322612568704,Edinburgh
2015-07-14,(not set),2,NA,None
2015-07-14,Aberdeen,1,134.9610941129702,Inverness
2015-07-14,Ayr,3,50.56608868124958,Glasgow
2015-07-14,Dundee,7,58.00485956754018,Edinburgh
2015-07-14,East Kilbride,1,11.980684316014154,Glasgow
2015-07-14,Edinburgh,5,0,Edinburgh
2015-07-14,Glasgow,1,0,Glasgow
2015-07-14,Hamilton,1,15.441099428796969,Glasgow
2015-07-14,Kilmarnock,2,31.52776267434759,Glasgow
2015-07-14,Kirkintilloch,1,10.164309300685677,Glasgow
2015-07-14,Livingston,9,20.947914616973165,Edinburgh
2015-07-14,Paisley,1,11.638474491959835,Glasgow
2015-07-14,Peebles,1,33.32376833027705,Edinburgh
2015-07-14,Perth,1,51.21163422446162,Edinburgh
2015-07-15,(not set),1,NA,None
2015-07-15,Aberdeen,2,134.9610941129702,Inverness
2015-07-15,Barrhead,1,11.633820363921416,Glasgow
2015-07-15,Clydebank,1,10.14811889021823,Glasgow
2015-07-15,Cumbernauld,1,18.22158449586674,Glasgow
2015-07-15,Dundee,3,58.00485956754018,Edinburgh
2015-07-15,Dunfermline,1,20.781363337615833,Edinburgh
2015-07-15,Edinburgh,1,0,Edinburgh
2015-07-15,Falkirk,1,32.376876157220735,Glasgow
2015-07-15,Glasgow,3,0,Glasgow
2015-07-15,Hamilton,1,15.441099428796969,Glasgow
2015-07-15,Inverness,2,0,Inverness
2015-07-15,Kilmarnock,1,31.52776267434759,Glasgow
2015-07-15,Perth,3,51.21163422446162,Edinburgh
2015-07-15,Rutherglen,5,4.252083970242898,Glasgow
2015-07-16,(not set),2,NA,None
2015-07-16,Aberdeen,1,134.9610941129702,Inverness
2015-07-16,Arbroath,1,76.46592771607516,Edinburgh
2015-07-16,Dundee,1,58.00485956754018,Edinburgh
2015-07-16,Edinburgh,2,0,Edinburgh
2015-07-16,Glasgow,10,0,Glasgow
2015-07-16,Inverness,93,0,Inverness
2015-07-16,Inverurie,5,114.93437319870863,Inverness
2015-07-16,Kirkcaldy,4,18.241758497743476,Edinburgh
2015-07-16,Kirkintilloch,6,10.164309300685677,Glasgow
2015-07-16,Perth,1,51.21163422446162,Edinburgh
2015-07-16,Stirling,7,33.95995682123335,Glasgow
2015-07-17,(not set),1,NA,None
2015-07-17,Aberdeen,1,134.9610941129702,Inverness
2015-07-17,Barrhead,3,11.633820363921416,Glasgow
2015-07-17,East Kilbride,77,11.980684316014154,Glasgow
2015-07-17,Edinburgh,1,0,Edinburgh
2015-07-17,Falkirk,1,32.376876157220735,Glasgow
2015-07-17,Glasgow,1,0,Glasgow
2015-07-17,Hamilton,37,15.441099428796969,Glasgow
2015-07-17,Inverurie,1,114.93437319870863,Inverness
2015-07-17,Irvine,55,37.89048814148429,Glasgow
2015-07-17,Kilbride,1,93.63344688047725,Glasgow
2015-07-17,Motherwell,1,18.801790933046572,Glasgow
2015-07-17,Paisley,1,11.638474491959835,Glasgow
2015-07-17,Rutherglen,1,4.252083970242898,Glasgow
2015-07-18,Aberdeen,3,134.9610941129702,Inverness
2015-07-18,Dundee,5,58.00485956754018,Edinburgh
2015-07-18,Dunfermline,1,20.781363337615833,Edinburgh
2015-07-18,Edinburgh,6,0,Edinburgh
2015-07-18,Falkirk,9,32.376876157220735,Glasgow
2015-07-18,Glasgow,9,0,Glasgow
2015-07-18,Greenock,11,33.34514490791731,Glasgow
2015-07-18,Inverness,4,0,Inverness
2015-07-18,Kilbride,1,93.63344688047725,Glasgow
2015-07-18,Kilmarnock,1,31.52776267434759,Glasgow
2015-07-18,Paisley,55,11.638474491959835,Glasgow
2015-07-19,Aberdeen,2,134.9610941129702,Inverness
2015-07-19,Ayr,6,50.56608868124958,Glasgow
2015-07-19,Dumbarton,1,21.097742368557192,Glasgow
2015-07-19,Dundee,2,58.00485956754018,Edinburgh
2015-07-19,East Kilbride,2,11.980684316014154,Glasgow
2015-07-19,Edinburgh,3,0,Edinburgh
2015-07-19,Glasgow,3,0,Glasgow
2015-07-19,Glenrothes,1,27.527067878908095,Edinburgh
2015-07-19,Hamilton,6,15.441099428796969,Glasgow
2015-07-19,Inverness,1,0,Inverness
2015-07-19,Irvine,3,37.89048814148429,Glasgow
2015-07-19,Kirkcaldy,7,18.241758497743476,Edinburgh
2015-07-19,Paisley,1,11.638474491959835,Glasgow
2015-07-19,Perth,1,51.21163422446162,Edinburgh
2015-07-20,(not set),1,NA,None
